query_idx,video_id_gt,timestamp_start_gt,timestamp_end_gt,query_text,strategy,latency_server_total_ms,keyframe_1,keyframe_2,keyframe_3,keyframe_4,keyframe_5
73,sNm_rmkzt3Y,13.179,41.075,"As the upbeat pop song fills the air, the bride, now sporting stylish sunglasses, dances energetically in her black dress, surrounded by friends who are also on the dance floor.",heuristic,2325.6,40SL-m4u-LQ_2115,sNm_rmkzt3Y_833,sNm_rmkzt3Y_914,sNm_rmkzt3Y_50,sNm_rmkzt3Y_58
74,lxK1YI644Lw,9.56,18.320544217687075,"As soothing music plays, the image focuses on a purple yoga mat, neatly rolled out and ready for a core workout, as indicated by the instructional text above.",heuristic,2274.76,lxK1YI644Lw_369,IYyN_JAix5c_5766,lxK1YI644Lw_699,GOytCM4V23o_1631,M-AxU0Ino0A_9437
75,lxK1YI644Lw,18.4,60.2,"Following the instructions on the screen, the woman lies on the mat with her arms and legs raised, slowly lifting her torso to touch her heels in rhythm with the upbeat pop and electronic music playing in the gym.",heuristic,2057.65,lxK1YI644Lw_910,Pi0A7COd8Ew_827,5_ktCUWKhm0_84034,Pi0A7COd8Ew_826,k_O7YabDgAA_414
76,mmuViuXyhfo,14.28,34.167,"A man in a blue polo, standing behind a table with two power inverters, explains the features of a 3000-watt model, gesturing towards it with his hand.",heuristic,1960.5,r6BeiY06VuQ_1347,aXV-U1p2owM_74635,lEK4d1lQloM_5055,aXV-U1p2owM_139279,EF2xlJIGFdQ_12763
77,mmuViuXyhfo,34.167,148.681,"A man in a blue polo is standing at a trade show booth, enthusiastically explaining the features of a Xantrex power inverter, highlighting its true sine wave technology and remote control capabilities.",heuristic,2031.55,55Ijvvme2kg_1944,-l9fxSCGJ4M_2733,r6BeiY06VuQ_3668,AUXo83jAKIw_819,lEK4d1lQloM_355
78,o0LY74Q2BOs,0.0,8.057324263038549,"A stylized blue scorpion takes center stage against a dark backdrop, illuminated by beams of light as a sword being drawn, followed by an explosion and a woman's scream, play out in the background.",heuristic,2019.71,EF2xlJIGFdQ_66920,EF2xlJIGFdQ_73603,EF2xlJIGFdQ_95402,40SL-m4u-LQ_3797,EF2xlJIGFdQ_74615
79,o0LY74Q2BOs,8.8,77.83637188208617,"As a stylized blue scorpion explodes on a dark background, a woman with long dark hair, wearing a black and white patterned top, appears on screen and speaks directly to the camera against a vibrant, striped background, maintaining a neutral expression throughout the video.",heuristic,2030.36,lHTNcPpLMao_55,TnMrrg9ssXA_204139,hZEkzHGQUnw_28513,6Hb8uzHLA2Q_698,ZxjqBjryr6k_73
80,o0MMAUX2dCo,10.0,57.02820861678005,"A large white semi-truck, parked in front of a brick building with a ""SOLD"" sign, idles loudly on an overcast day, the sound reverberating off the building. As a man approaches, he speaks excitedly about the truck, his voice nearly drowned out by the engine and a honking horn.",heuristic,2238.5,o0MMAUX2dCo_287,_VYaTE0Dll8_305,_ZekEZqgwEc_3806,6o0sN5psy1I_3489,_ZekEZqgwEc_3039
81,o0MMAUX2dCo,57.433,62.433,"As the semi-truck sale concludes, the word ""SOLD"" fills the screen, dramatically illuminated against a black background, accompanied by the excited voices of a man and a woman celebrating the deal.",heuristic,2103.44,vDrpSVLIn_c_1738,6TxSg4vsFFY_5682,R8N7S0evA7o_9231,aXV-U1p2owM_209744,aXV-U1p2owM_153463
82,k53NKmTcnZ8,14.166,27.531065759637187,"A close-up shot reveals a sleek device, possibly a Nokia phone, displaying a simple instruction to turn on a light. As electronic music plays, the scene transitions to a presentation slide showcasing the rugged Nokia 800 Tough phone against a blue backdrop, while the music shifts to a metal genre.",heuristic,2105.2,Wpz7F-Hk6jU_4259,0e3GPea1Tyg_5795,5_ktCUWKhm0_110281,5_ktCUWKhm0_165140,5_ktCUWKhm0_20417
83,k53NKmTcnZ8,28.333,210.133,"A man, standing before a large screen showcasing the Nokia 800 Tough phone, details its impressive durability and battery life, emphasizing its military-grade construction and showcasing its features with accompanying visuals of people using the phone in various scenarios.",heuristic,2062.37,0e3GPea1Tyg_15699,1MNI153DglI_885,EsZG07lW9KU_1751,oBvw8UmeeHs_2092,EF2xlJIGFdQ_55041
84,kHEIxjGZFfY,0.0,77.61,"A man, standing in front of a car with its hood open, shows off a small, rectangular anti-gravity battery jump starter, explaining that he's never used it before but is going to try and start his car with a flat battery.",heuristic,2047.27,oNToiUmx4RE_10636,TxkHJX93K0U_725,n9L_TaFKL6w_4164,n9L_TaFKL6w_5961,R6dNb64RPIE_11399
85,kHEIxjGZFfY,77.61,83.783,"The man, having successfully jump-started his car using the device, exclaims, ""Well, that does prove it works,"" as the camera focuses on the intricate details of the car engine, its polished components gleaming under the hood.",heuristic,2151.54,kHEIxjGZFfY_2371,_snYLAkee0g_1770,n9L_TaFKL6w_8571,gUHQnkOkeX8_10632,_isbRnpfyik_3327
86,crEbc_uPl5g,0.0,10.066,"Against a white background, a small brown pixelated block appears in the center, soon joined by other colorful blocks, while an upbeat electronic pop song plays.",heuristic,2250.36,cnpdnEL2O3M_28,KIZTu8O681g_280,KIZTu8O681g_226,-IiTYqQKXlg_5484,-IiTYqQKXlg_82
87,crEbc_uPl5g,15.066,143.666,"A man speaks in a foreign language, demonstrating how to download music from YouTube on a cracked tablet, the screen changing as he navigates through the process, eventually playing a snippet of electronic pop music.",heuristic,2038.62,4JsjkyuzfdI_6273,6mNFQsWIoDw_1364,vZ7aubi3R3I_2923,SOJfcshF9_Q_3557,IquGEf1w-Us_3058
88,cyQJml1jA-4,4.705,40.542040816326534,"A white Ford Focus, with its sleek design and sporty features like alloy wheels and a rear spoiler, is presented in a dealership lot while a man details its specifications, including its engine, transmission, and various features.",heuristic,2022.42,WDfHSGW-IDg_2633,cyQJml1jA-4_161,WDfHSGW-IDg_2682,R6dNb64RPIE_8983,WDfHSGW-IDg_1145
89,cyQJml1jA-4,40.559,69.458,"The video transitions from the exterior of the white Ford Focus to a close-up shot of the car's interior, showcasing its modern design and features like Bluetooth connectivity, a manual gear shift, and various safety features, as a man's voice highlights them.",heuristic,2179.12,cyQJml1jA-4_1090,cyQJml1jA-4_1398,cyQJml1jA-4_352,YfC1vRyTci8_12963,5_ktCUWKhm0_63532
90,bOb7bmd0IpE,0.0,86.378231292517,"A man passionately sings on an outdoor stage, bathed in the warm glow of the setting sun, as the crowd raises their hands, swaying to the rhythm of the music.",heuristic,1991.55,bOb7bmd0IpE_1570,bXAlepngbt8_7109,bXAlepngbt8_6927,bXAlepngbt8_7473,hGTaWfriqfs_2837
91,bOb7bmd0IpE,87.153,188.555,"As the sun sets, casting a warm glow on the stage, the man continues his passionate performance, transitioning from soulful Rhythm & Blues to upbeat Pop songs, the crowd's energy echoing his as they sing along, their hands raised in unison.",heuristic,2096.27,bXAlepngbt8_6927,bXAlepngbt8_6023,bXAlepngbt8_7908,bXAlepngbt8_4667,xIWiwN9pM14_744
92,bmikC7Q_cCo,0.0,66.03755102040816,"A sleek gray sedan sits parked in a car dealership lot, as a woman's voice cheerfully lists its features, from its spacious interior to its impressive safety features.",heuristic,1959.77,aXV-U1p2owM_131659,BcFpM4upfxo_1839,bmikC7Q_cCo_209,BcFpM4upfxo_1348,bmikC7Q_cCo_1873
93,bmikC7Q_cCo,66.099,125.024,"As upbeat pop music plays, the camera pans around the interior of the car, showing off the sleek black leather seats with red stitching and the sporty manual gear shift.",heuristic,1975.02,BcFpM4upfxo_1348,bmikC7Q_cCo_1873,05j4tIvoC8o_1638,6o0sN5psy1I_3313,ZIdFAGJrlCw_4878
94,bsMWDyBpDsM,2.902,17.484625850340137,"A group of hikers are walking on a dusty road towards their campsite, having completed their hike. The man leading the group, slightly obscured by wind noise, announces their return and discusses their final mileage.",heuristic,2040.17,k8yiLJQcKJI_1358,Yw5_IfvHueo_2645,k8yiLJQcKJI_1325,xE_KhtWSO5M_458,Yw5_IfvHueo_2543
95,bsMWDyBpDsM,17.817,37.137,"A group of hikers arrives at their campsite after 11 days on the trail, their tents arrayed across a large, open field beneath a partly cloudy sky.",heuristic,1985.87,Yw5_IfvHueo_1073,oj_vKVJHv-M_12230,bsMWDyBpDsM_803,bsMWDyBpDsM_680,3RIylbiEDsU_1755
96,ZfP-mTFTJcc,16.549,124.691,"A family of three, bathed in the warm glow of twinkling lights, smiles for a photo, then the scene shifts as they begin talking about their travel adventures, sharing stories of amusement parks, zoos, and a memorable road trip across America.",heuristic,2391.89,rSP30MK3EGw_757,hZEkzHGQUnw_8335,GjDTEjAHu_Y_728,IyM5C_selCk_6708,Pi0A7COd8Ew_15412
97,ZfP-mTFTJcc,124.691,132.932,"As a black and white photograph of three people sharing a joyful moment appears on screen, a woman speaks firmly, her voice overlapping with the end of a man's sentence as he wraps up the first episode of a podcast.",heuristic,2034.38,ZrIDTPkRa_c_4779,4-QV0hA-Q_w_829,EsZG07lW9KU_1751,L76mz5AOOIE_2624,WyXJK36bw78_9870
98,aCE8ShZ-jUE,5.0,9.079002267573696,"As the electronic music fades, the video transitions to display the ""FXEMPIRE"" logo, with its green ""FX"" and blue ""EMPIRE"" text, against a minimalist gray background, accompanied by a tagline attributing their technical analysis to ""IG,"" represented by a red logo at the bottom.",heuristic,2645.92,aCE8ShZ-jUE_274,aCE8ShZ-jUE_81,p_u5NTopEso_7105,oYbsX2F78ho_3575,aCE8ShZ-jUE_242
99,aCE8ShZ-jUE,14.7,60.033,"A man is analyzing a candlestick chart of the GBP/USD currency pair, pointing out a recent rally and highlighting a significant level at 1.3333, while anticipating the Federal Reserve's statement impact on the market.",heuristic,2042.22,oA-BhGNK7qw_28800,L76mz5AOOIE_2545,olZPuJTwh0s_8360,oA-BhGNK7qw_71022,y9XYO9d9H94_8994
100,XRVAdIQ6RzY,0.0,6.006,"The video opens with the title ""Beauchain Builders"" displayed against a gradient blue background, followed by a montage of images showcasing the company's portfolio of homes and commercial buildings. Although a man's voice can be heard, the source is not visible, and he speaks about the value a deck can add to a home.",heuristic,2906.26,XRVAdIQ6RzY_605,XRVAdIQ6RzY_336,XRVAdIQ6RzY_68,XRVAdIQ6RzY_1009,XRVAdIQ6RzY_471
101,XRVAdIQ6RzY,10.977,13.513,"As the man continues to extol the virtues of outdoor living, the video transitions to showcase a luxurious pool with a gently curved edge, framed by a pristine wooden deck, all captured beneath a vibrant blue sky.",heuristic,2071.57,XlAanysVzzc_1836,XlAanysVzzc_1791,XlAanysVzzc_60,XlAanysVzzc_465,XlAanysVzzc_387
102,XdDESCBRIXk,9.109,158.958,"A man is adjusting the settings on a large soundboard, preparing for a concert. Behind him, the stage is set up on a flatbed trailer, illuminated by stage lights.  He talks about the process of setting up the elaborate sound system, which started weeks ago.  Later, a group of people gather around the truck, some enjoying food from boxes.",heuristic,2190.58,XdDESCBRIXk_5703,bXAlepngbt8_5600,bXAlepngbt8_6563,bXAlepngbt8_7908,bXAlepngbt8_10254
103,XdDESCBRIXk,158.958,264.364,"The camera zooms in on the sound mixing console, showcasing the sound engineer's hands expertly navigating the faders and knobs.  A man with curly hair, illuminated by the console's lights, explains that while he doesn't get much of a break during the concert, he enjoys ""playing with the world's biggest stereo system."" As the music starts and the crowd cheers, the scene shifts to a backstage view, where the sound engineers remain hard at work ensuring a seamless audio experience for the audience.",heuristic,2489.46,bXAlepngbt8_11157,bXAlepngbt8_6563,qNTLOA9haC4_1658,vDrpSVLIn_c_1684,ep4U3To3LRU_105798
104,YZYYVnB0lB8,5.964,30.30204081632653,"A man dressed in a suit sits against a white background, gesturing with his right hand as he explains what a J curve is in private equity.",heuristic,1929.49,YZYYVnB0lB8_144,hZEkzHGQUnw_48960,YZYYVnB0lB8_716,ZnueWTgJJ8E_2395,xAfG9GHJ3Tk_3371
105,YZYYVnB0lB8,35.744,97.347,"A simple line graph illustrating a decline in investment over time is replaced by a J-curve graph, as a man explains the concept of a J-curve in private equity, his voice accompanied by occasional background music.",heuristic,2075.63,YZYYVnB0lB8_144,TD2By_m9cCg_547,vt3IuJCKOMQ_697,YZYYVnB0lB8_716,r6BeiY06VuQ_1347
106,YttyCifTup0,0.0,129.133,"A woman sits at her kitchen table and prepares a breakfast of eggs, potatoes, avocado, and ham, explaining her food choices as she adds cheese to a tortilla.",heuristic,1990.82,oA-BhGNK7qw_57535,xPYKV9H51Sc_23431,wA5pD_-mBMg_6271,reI1nnS_RGM_1018,oA-BhGNK7qw_171702
107,YttyCifTup0,130.133,542.1,"The woman sits at her dining table and enjoys her meal of pasta with cheese, occasionally talking with someone off-camera about Korean food and her preference for spicy flavors.",heuristic,1992.03,oA-BhGNK7qw_57535,do2t7F13NNA_4409,olZPuJTwh0s_12100,olZPuJTwh0s_11343,QpxfKKKbEGk_7757
108,Vu60fZgUVf4,10.243,75.809,"Two women, one with short curly hair in a light blazer and the other with long braided hair in a red shirt, sit side-by-side. The woman in the blazer introduces herself as Radia Scott Walker from Lexington, Kentucky, but shares that she grew up in rural Alabama during the segregated era, her words bringing a sense of reflection to her friendly smile.",heuristic,2252.23,sIXsU2bGkqQ_5442,3HIvIoG-P1s_12568,ICJXXGd8ZOc_6132,aEf3bR9cvHM_1214,Cbvn1hI7gR0_11889
109,Vu60fZgUVf4,80.78,90.99,"Over a textured background reminiscent of mosaic tiles, the words ""NATIONAL MUSEUM of AFRICAN AMERICAN HISTORY & CULTURE"" stand out, while a bold ""SUBSCRIBE NOW"" encourages viewers to engage as upbeat pop music transitions to the sound of a man starting to speak.",heuristic,2248.58,aXV-U1p2owM_103381,urG3lSOOcW0_2171,3HIvIoG-P1s_10806,PtZ3Z-ekdF0_5812,aXV-U1p2owM_129759
110,Vv2KnmgUt-s,0.0,24.354,"A large crowd gathered in an arena, their cell phones glowing like fireflies as a band played on the brightly lit stage. The music, a blend of punk and pop, filled the air, punctuated by the cheers of the audience.",heuristic,2373.27,Vv2KnmgUt-s_453,kkmPsAiIvuM_1724,Cbvn1hI7gR0_3825,Cbvn1hI7gR0_3873,pVi2bv39w9s_4575
111,Vv2KnmgUt-s,24.855,141.115,"The concert venue pulsates with energy as the band transitions from punk rock to a blend of pop and metal, captivating the massive crowd who wave their hands and sing along to the vibrant music.",heuristic,2249.62,MEqYM_4UbRs_953,Mlk1jgHTt2o_1472,kkmPsAiIvuM_1724,7XJ6Ss2i60Q_3791,ICJXXGd8ZOc_7933
112,WmDrqru_twQ,0.0,7.807,"The pitcher winds up and hurls the ball towards home plate as the batter swings, with the intense action captured against the backdrop of a sunny baseball field filled with cheering fans.",heuristic,2004.02,PvlM8BEcsBg_4164,MwFpY7wY9-k_2149,MwFpY7wY9-k_2186,PvlM8BEcsBg_3885,LUOj--BcEMo_18027
113,WmDrqru_twQ,9.776,26.793,"The video transitions from a close-up of a man holding a baseball, likely examining it before a throw, to a wider shot of the bustling stadium with fans cheering as the game continues. You can hear the excited chatter of the crowd and a man describing the action, remarking on a fan's impressive catch.",heuristic,2149.63,MwFpY7wY9-k_2693,MwFpY7wY9-k_3059,MwFpY7wY9-k_2818,MwFpY7wY9-k_1465,MwFpY7wY9-k_2951
114,U9kmCETbOxk,5.0,144.48,"A woman is giving a presentation on stage at a TEDx event, advocating for the importance of women in tech and promoting her idea for an online platform to inspire and empower girls interested in the field.",heuristic,2061.48,U9kmCETbOxk_1261,U9kmCETbOxk_3697,U9kmCETbOxk_228,WZuiTeSps-c_2020,U9kmCETbOxk_3734
115,U9kmCETbOxk,145.08,148.8259410430839,"As the speaker finishes her talk, the audience erupts in enthusiastic applause, their cheers echoing through the auditorium as a photo of Jessica Ingrey is displayed on the screen behind her.",heuristic,2322.42,U9kmCETbOxk_3671,TwcvEnM8B3M_7517,U9kmCETbOxk_3734,Cbvn1hI7gR0_4555,osvkHQdxULg_1437
116,UDoQsT84auo,0.0,67.12,"A man in a black suit and gray cap rubs his face contemplatively before a peaceful gathering of people dressed in traditional attire, their soft chanting filling the air as they sit in rows on a blue mat spread across the ground.",heuristic,2077.39,UDoQsT84auo_761,amTGcG8MMBc_1264,UGGUPyzw67w_3455,koEB4XPd9IM_3280,LFelGo9gA_I_4773
117,UDoQsT84auo,67.12,76.04,"A group of men, dressed in traditional attire, solemnly walk single file down a narrow path through the lush green woods, their quiet conversation a stark contrast to the earlier chanting.",heuristic,2016.0,2llGbAybvB0_416,2llGbAybvB0_412,xE_KhtWSO5M_458,2llGbAybvB0_95,LFelGo9gA_I_4773
118,UV43ALRlzmE,0.0,148.715,"A large blue and yellow industrial machine, illuminated by factory lights, hums and whirs as its various components move and interact, while a man explains its operation and functionality.",heuristic,2016.66,EF2xlJIGFdQ_12763,EF2xlJIGFdQ_14131,Q7ClI8KHPjs_2896,EF2xlJIGFdQ_14580,Js0N30Ye7qo_1243
